
43,53,65,67,115,218,225,228,337,394,428,461,494,531,561,584,590,600,618,678,740,765,783,787,838,841,899,916,949,970,979,985
184,217,226,308,360,378,393,394,489,503,531,567,584,628,635,680,686,705,740,827,841,842,910,949,970
19,24,43,53,67,89,140,187,265,318,342,373,392,394,461,552,582,584,633,740,765,787,841,899,970,979
277,378,394,503,526,584,658,740,818,841,880,885,949,970
4,29,43,53,67,130,258,321,394,416,451,461,494,584,590,619,642,666,728,730,740,748,765,787,805,829,841,859,899,946,969,970,979,985
43,53,67,71,122,394,461,494,584,590,740,765,783,787,796,841,899,965,970,979,985
19,24,43,53,67,101,140,147,202,256,300,318,394,461,552,584,695,740,765,787,789,841,899,907,970,979
4,29,43,53,67,130,204,325,394,411,416,431,453,461,494,584,590,627,631,642,666,669,712,730,740,749,752,765,776,787,805,836,841,859,899,958,969,970,979,985
1,4,18,29,43,53,67,130,156,188,342,394,416,441,461,472,494,512,584,590,627,631,640,642,655,666,693,699,721,730,740,749,752,765,776,787,805,841,847,859,878,899,918,930,958,969,970,979,985
102,182,207,211,217,286,316,378,380,394,489,503,518,567,584,628,647,740,810,827,841,949,970,990
217,378,393,394,489,503,531,567,584,628,705,740,827,841,949,970
1,4,29,43,53,67,130,156,313,342,394,416,461,494,527,535,548,576,584,590,611,627,631,642,666,674,699,730,740,743,749,752,765,776,787,805,824,841,859,894,899,918,928,958,969,970,972,979,985
19,24,43,53,67,89,140,147,187,225,265,318,373,394,461,552,582,584,740,765,787,841,899,943,970,979
47,99,102,111,182,217,223,225,307,311,339,378,380,381,394,405,427,433,478,489,503,567,584,628,642,644,650,674,740,810,823,827,841,877,893,929,945,949,970,971,980
1,4,29,43,53,65,67,83,130,156,264,284,316,342,393,394,416,422,454,461,494,542,548,584,590,611,627,631,642,666,673,680,699,730,740,743,749,752,765,776,787,805,835,841,859,894,899,918,958,969,970,972,979,985
4,29,43,53,67,130,187,197,204,279,394,395,416,431,461,494,503,583,584,590,627,631,642,666,669,674,730,740,749,752,765,776,787,805,836,841,859,899,958,962,969,970,979,985,989
102,182,217,227,357,378,380,381,394,412,438,489,503,567,584,628,642,674,740,810,818,827,841,929,949,970
1,4,29,43,53,65,67,83,130,156,264,316,342,393,394,416,417,461,494,530,548,551,584,590,611,627,631,642,666,680,691,699,730,740,743,749,752,764,765,776,787,805,841,859,891,894,899,918,958,969,970,972,979,985
43,53,67,71,106,122,258,394,461,494,538,584,590,740,765,783,787,796,810,841,899,922,965,970,979,985
1,4,29,43,53,67,130,156,342,394,416,441,461,472,494,512,584,590,627,631,642,666,699,730,740,749,752,765,776,787,805,841,847,859,899,918,958,969,970,979,985
19,24,43,53,67,89,140,147,187,209,225,265,282,318,373,394,413,422,461,515,523,552,582,584,630,646,667,675,741,765,787,803,830,841,899,909,920,943,970,979
1,4,29,43,53,65,67,83,130,156,191,264,298,316,342,393,394,416,455,461,494,548,584,590,611,627,631,642,666,680,693,699,730,740,743,749,752,765,776,787,805,841,859,868,891,894,899,918,958,969,970,972,979,985
19,24,43,53,67,89,140,187,265,318,342,373,392,394,461,552,582,584,633,740,765,787,841,899,970,979
102,182,190,217,227,357,378,380,381,394,412,438,489,503,567,584,628,631,642,674,740,810,818,827,841,929,949,957,970
63,378,394,503,526,584,658,689,740,841,906,949,970
23,102,105,111,118,182,217,311,322,329,378,380,381,387,394,476,478,489,491,503,515,529,567,568,584,607,616,623,628,642,674,740,801,810,823,827,841,877,893,929,945,949,970,971
43,49,53,67,130,337,394,461,494,531,584,590,618,740,757,765,783,787,838,841,899,970,979,985
1,4,26,29,37,43,53,67,83,130,156,183,264,284,316,342,393,394,416,422,454,461,494,542,548,584,590,599,611,627,631,642,666,673,680,697,699,730,740,743,749,752,765,776,787,805,835,841,859,872,877,894,899,918,938,969,970,972,979,985
1,4,29,43,53,65,67,83,130,156,264,316,342,361,393,394,416,417,461,494,530,548,551,584,590,611,627,631,642,666,680,691,699,730,740,743,749,752,764,765,776,787,805,841,859,891,894,899,918,958,969,970,972,978,979,985
19,24,43,53,67,89,140,147,187,209,225,265,318,373,394,417,461,527,552,582,584,612,675,740,765,787,830,841,897,899,909,943,970,979
29,203,217,308,378,393,394,489,503,531,564,567,584,628,635,705,740,827,839,841,842,910,949,970
1,4,18,29,43,53,67,130,156,188,342,394,416,441,461,472,494,512,584,590,627,631,640,642,655,666,693,699,730,740,749,752,765,776,787,805,841,847,859,899,918,958,969,970,979,985
1,4,26,29,31,37,43,53,65,67,83,125,130,132,156,183,264,284,316,342,393,394,400,416,420,422,454,461,494,521,542,548,584,590,611,627,631,642,660,666,673,680,698,699,730,740,743,749,752,765,776,787,805,835,841,859,872,877,894,899,918,958,969,970,972,979,985
29,203,217,308,378,393,394,489,503,531,567,584,628,635,705,740,827,841,842,910,949,970
63,378,394,503,526,584,658,689,740,841,906,949,970
1,4,29,43,53,61,64,67,98,130,156,172,178,224,248,312,313,329,342,365,394,416,424,438,461,494,527,535,548,576,584,590,611,627,631,642,666,674,699,730,740,743,749,752,765,769,772,776,787,805,824,841,859,894,899,918,928,958,969,970,972,979,985
